"","Independence Day","The Patriot","The Day After Tomorrow","Pirates of the Caribbean: The Curse of the Black Pearl","Pretty Woman","Forrest Gump","The Green Mile","Con Air","Twister","Sweet Home Alabama","Pearl Harbor","Armageddon","The Rock","What Women Want","Bruce Almighty","Oceans Eleven","The Bourne Identity","The Italian Job","I Robot","American Beauty","How to Lose a Guy in 10 Days","Lethal Weapon 4","Shrek 2","Lost in Translation","Top Gun","Pulp Fiction","Gone in 60 Seconds","The Sixth Sense","Lord of the Rings: The Two Towers","Men of Honor","Gladiator","Lord of the Rings: The Fellowship of the Ring","Sister Act","Double Jeopardy","Two Weeks Notice","Troy","The Royal Tenenbaums","National Treasure","50 First Dates","Indiana Jones and the Last Crusade","My Big Fat Greek Wedding","Mystic River","Titanic","Dirty Dancing","Catch Me If You Can","Finding Nemo (Widescreen)","The Matrix","Kill Bill: Vol. 1","The Wedding Planner","The Shawshank Redemption Special Edition","The Last Samurai","John Q","Swordfish","The Bourne Supremacy","The Terminal","Men in Black II","Spider-Man 2","Braveheart","Men in Black","Ghost","Air Force One","Lord of the Rings: The Return of the King","Man on Fire","The Incredibles","Mr Deeds","Collateral","Spider-Man","Saving Private Ryan","Erin Brockovich","Monsters Inc.","Shrek (Full-screen)","The Silence of the Lambs","Memento","Tomb Raider","Ferris Buellers Day Off","Maid in Manhattan","Entrapment","Meet the Parents","Dodgeball A True Underdog Story","Rain Man","Patch Adams","Big Fish","Fight Club","S.W.A.T.","Good Will Hunting","A Few Good Men","Enemy of the State","The Generals Daughter","Minority Report","Somethings Gotta Give","Raiders of the Lost Ark","Anger Management","Sideways","Kill Bill: Vol. 2","American Pie","The Fast and the Furious","The School of Rock","Napoleon Dynamite","The Notebook"
"48",5,3,5,5,3,4,5,3,5,3,4,5,5,3,3,4,5,4,4,3,3,5,4,1,3,4,2,5,5,5,3,4.45454545454545,2,3,4,3,2.625,5,3,5,3,4,3.64285714285714,3,4.45454545454545,3.5,3.82142857142857,3,3,4,2,5,3,5,1,5,3,3,5,4,3.5,4.45454545454545,4,3,2,3,3,5,3,3.5,3.5,3.5,3.5,5,3,3,4,3,2.625,3.64285714285714,2,3.64285714285714,1,3,3.64285714285714,5,5,3,3.82142857142857,4,5,3,3,3,2.625,2,3,2,5
"49",3,5,3,4,4,5,5,3,3,2,4,3,3,3,4,5,4,3.36363636363636,2,3.92857142857143,3,3.36363636363636,4,3.09090909090909,3,3.36363636363636,4,4,3,3,5,4,5,3.6,3,4,3.5,3.6,3,4,3,2,4,3,3,5,3.36363636363636,3.36363636363636,3,5,3,3,3.6,3.36363636363636,3.92857142857143,3.6,3,4,3,5,3.6,4,3.36363636363636,4,3.5,4,3.6,5,4,5,3,5,3.6,3.6,3,3,4,4,3,5,3,3.92857142857143,2,3.36363636363636,4,3.92857142857143,5,2,2,4,4,3,3,1,3.5,2,2,4,3
"50",4,5,3,4,4,4,4,4,4,5,3,4,4,4,3,4,3,4,3,3,4,4,4,4.09090909090909,3,1,4,4,5,3.8,5,5,4,3,4,2,2.875,3.83333333333333,5,4,4,3.8,3,4,2,4,2,3.56,4,4,3.56,3,3.5,4,4,4,3,5,4,4,4,5,2,4.33333333333333,4,3.5,3.83333333333333,5,4,4.33333333333333,5,4,3.5,4,3,3,3,3,2.875,3,4,3,3.56,4,3,4,3.56,4,2,4,4,2.875,3.8,3.56,3,4,2,1,5
"51",4,3,2,5,5,5,5,5,2,5,4,3,3,3,4,1,3,3,3,1,3,3,5,3,3,5,2,3,5,4,5,5,3,3,1,2,1,4,3,5,1,3.30769230769231,3,5,2,5,3,5,2,5,4,2.625,3,5,3.30769230769231,5,5,5,5,3,1,5,3,4.75,3.5,3,5,5,4,5,4,5,2,2,5,2,1,4,3,2,3.30769230769231,4,5,3,1,1,1,3,3,3,5,1,3.30769230769231,5,5,5,4,5,3.30769230769231
"52",4,5,3,3,5,4,5,5,4,4,5,5,5,3,3,4,3,3,4,5,3,4.10344827586207,4,3.63636363636364,4,4,4,5,4,4,5,4,3.5,5,3,4,2,4,5,3.41666666666667,3,4,5,4,3,4,4,4,4,5,4,4,4,4,4,3,3,4.46666666666667,3,4.46666666666667,4,4,4,5,4,4,3,5,5,3,5,4,3,3,5,3,5,5,3,4,4,3,4,4,5,5,4,4.125,3,3,3.41666666666667,3,4.46666666666667,4,5,3,3,2,5
"53",3,5,3,5,5,5,5,3,3,4,4,4,3,3,3,4,4,4,2,2,5,4,5,1,4,4,3,4,4,4,3,5,3,4,4,4.5,3,5,5,5,5,5,5,4,4,5,4,3.55555555555556,3,5,2,4,3,5,3,4,4,3,4,4,4,5,4,5,4,3.71428571428571,4,5,5,5,5,4,3.71428571428571,4.5,5,2,4,5,5,4,5,5,3.55555555555556,3,5,4,4,3,3,5,5,3,4,3.55555555555556,5,2,3,4,5
"54",3,4,4,4,4,5,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,5,5,3,5,3,4,4,4,4,4,4,4,5,4,4,2,4,5,5,5,4.23529411764706,4,5,3,5,4,3,4,5,4,4,3,4,4,3,4,4,3,4,4,5,4,5,3,3,4,4,4,4,5,4,3,3,3,3,5,4,3,5,5,3,2,2,4,5,4,3,3,4,5,4,3,3,4,3,3.3,2,5
"55",4,2,4,5,4,5,3,3,4,4,4,3,3,4,4,2,3.39130434782609,3,4,3,3,2,5,3.90909090909091,5,4,4,4,5,4,2,5,3,3,3,5,2,4,5,4,4,3.6875,1,3,3,5,2,3.39130434782609,4,5,3.39130434782609,4,3,3.39130434782609,5,3,5,4,4,3,3.375,5,5,5,4,5,5,4,3,5,4,3,3,3,5,5,2,2,4,4,5,3,4,3,5,4,3.39130434782609,4,3.39130434782609,4,4,4,2,3.39130434782609,3,3,3.5,4,3.6875
"56",4,3,4,4,3,4,4,3,4,3,4,4,3,3,4,3,3,3,4,4,4,3,5,2,3,3,3,4,5,4.05882352941176,3,5,4,3,3,4,2,4,4,4,4,4,4,4,4.38461538461539,5,4,4,3,5,3.39285714285714,4,3,3,4,3,5,5,4,4,3,5,3,5,3,3.375,5,4,5,5,4,4,4,4,3,3,2,4,5,4,3,4,3.39285714285714,3,3,3,2,4,4,4,5,4,4,4,4,3,5,3,5
"57",4,4,4,4,4,5,5,4,3,3,4,5,4,3,4,5,4,4,4,4,3,3,5,2,4.14285714285714,4,4,5,4,4,5,4,4,4,3,5,3.375,4,3,5,5,4,5,4,4,3,5,4,3,5,5,4,4,4,4,4,4,5,4.16666666666667,4.26666666666667,4,4,5,5,3,4,4.16666666666667,5,4,4,5,5,4,3,3.375,3,4,4,4,4.26666666666667,4,3,4.14285714285714,3,4,4.26666666666667,4,3,3,4,5,3,3,4,3.375,4,4,1,5
"58",5,3,3,5,2,4,5,3,3,2,2,5,5,2,3,4,3.75862068965517,4,5,2,2,3,5,1,2,5,3,5,4,4,4,3,3,3,2,2,3,3,3,5,3,5,3.6875,2,3,5,4,5,1,5,5,3,3,3,2,4,4,4,5,3,4,4,4,4,1,4,3,4,4,4,5,4,1,3,3,1,3,3,1,4,3,3,1,4,4,3,4,3,4,3,5,2,3.6875,5,2.375,2,2.375,2.375,4
"59",4,5,5,5,4,5,5,5,3,4,4,4,5,3,4,4,4,5,4,5,4,4.53846153846154,4.33333333333333,3,4.53846153846154,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,4,4.71428571428571,4,4,4,5,5,4,5,4,4,5,5,4.71428571428571,4,3,5,4,4,5,5,4.53846153846154,4.33333333333333,5,5,4,5,4,4,5,5,3,4,4,4,5,4,4.33333333333333,4.71428571428571,5,4.71428571428571,4.53846153846154,4,5,4,4,5,5,5,5,4,5,5,5,4,5,4.33333333333333,5
"60",2,2,2,3,2,4,4,2,3,1,1,2,2,3,2.71428571428571,3,2,3,3,5,2.5,3,2,4,3,4,2.84,4,4,2,4,4,2,2,2.5,2,5,2,3,5,3,3,1,3,4,2,3,4,2,4,3,2.5,2,3,3.33333333333333,3,3,3,4,3,3,5,2.84,2.75,2.71428571428571,3,2,4,3,3,4,3,3,1,3,1,2,1,2.71428571428571,4,2,3.33333333333333,3,2.84,5,3,2.84,2,2,3,3.23076923076923,2.71428571428571,4,4,3,2.84,2,3,3.33333333333333
"61",3,3,2,3,4,5,4,3,3,3,3,3,4,4,3,5,4,3,4,5,3.55555555555556,3,4,5,3,5,3,4,5,3,5,4,3.8,3,4,3,5,3.91666666666667,2,5,3,3,3,3.55555555555556,5,4,5,4,3,5,4,3,3,4,4.21428571428571,2,4,5,3,4.21428571428571,3,5,3,5,3,4,3,5,4,4,4,5,5,3.91666666666667,4,3.55555555555556,3.625,4,4,5,4.21428571428571,3,5,2,5,4,4,3,4,4,5,3,5,3,4,3,3,5,4.21428571428571
"62",5,5,3,4,3,5,5,2,5,4,4,4,3,4,2,4,4,4,3,5,3.14285714285714,5,3.91176470588235,3.14285714285714,4,4,3,5,3.8,5,5,3.8,2,5,4,5,2,3.8,3.14285714285714,4,3.14285714285714,5,5,4,3.8,3.91176470588235,4,4,2,5,4,5,5,4,5,3.8,3.8,5,3.8,5,5,3.8,4,3.91176470588235,2,5,3.8,5,5,3.91176470588235,3.91176470588235,5,5,1,2,1,5,2,2,5,5,5,4,4,5,5,3,5,4,3.14285714285714,5,2,5,4,2,4,2,2,5
"63",3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.78947368421053,4.78947368421053,4.91666666666667,5,5,5,5,5,4.78947368421053,4,5,4.33333333333333,5,4.78947368421053,4,4,5,5,5,4,5,5,4,5,4.91666666666667,5,5,4.33333333333333,5,4.78947368421053,4.78947368421053,5,4.91666666666667,4.78947368421053,5,4.66666666666667,5,5,4,4.33333333333333,5,4.33333333333333,5,5,4.33333333333333,4.78947368421053,5,4.42857142857143,5,3,5,5,5,5,4.66666666666667,4.66666666666667,4,5,5,5,5,4.42857142857143,4,5,4.91666666666667,4.78947368421053,5,4.91666666666667,5,5,3,5,5,5,3,4.91666666666667,4.78947368421053,5,4.78947368421053,4.42857142857143,4.42857142857143,5
"64",5,3,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,5,4,4,5,3,4,4,4,3,4,5,4,4,4,4,2,4,4,3,2,5,5,4,4,4,4,4,3,4,4,1,4,4,5,3,3,4,4,4,4,5,4,4,4,4,5,3,3,3.66666666666667,4,4,3,4,4,4,3.66666666666667,4,5,3,3.66666666666667,4,3,4,3,4,3.77777777777778,3.77777777777778,5,4,3.77777777777778,4,2,4,5,2,4.05882352941176,1,3.125,4,3.125,3.125,4
"65",5,4,4,4,5,4,3,3,4,4,4,3,4,4,3.5,3.84615384615385,3.84615384615385,3,4,4,4,4,5,3,5,4,3,5,4,5,5,4,4,5,4,4,3.5,4,4,4,4,4,4,3,4,5,4,3,3,3,5,4,3,4,4,5,3,5,5,4,4,4,4,5,4,4,4,5,4,5,5,4,4,3,3.5,3,4,3.5,3.5,4,3,4.11764705882353,1,3.84615384615385,5,5,4,4,3.84615384615385,5,4,3,4,4,3.5,2,3,3.5,5
"66",4,4,3,4,4,4,5,4,4,3,4,4,4,4,3,3,3,4,2,2,3,3,3.41558441558442,3.36363636363636,4,2,3,4,5,4,4,5,4,4,3,4,2,3.6,3,3,3,3,4,4,3.6,3.41558441558442,3.30769230769231,2,3,4,4,4,2,2,3.73333333333333,2,3.6,5,2,3,3,5,3,3.41558441558442,3,2,2,4,4,3.41558441558442,3.41558441558442,5,2,3.6,3,3,4,4,3,4,3,3.73333333333333,3.30769230769231,3,4,3,3.30769230769231,4,3.30769230769231,4,4,2,3.73333333333333,2,2,3,4,3,4
"67",4,4,2,5,4,5,5,2,3,3,4,3,2,3,4,4,3,4,4,5,3,3,5,4,4,4,4,4,5,4,5,5,3,3,3,4,1,4,3,5,4,4.06666666666667,4,2,3,5,3,4,3,4.06666666666667,4,3.33333333333333,3.33333333333333,4,4,4,4,5,5,3,4,5,3,5,4,4,4,5,4,5,5,3,3.33333333333333,4,5,4,3,5,3,3,3,3,4,3,5,4,4,3,4,3,5,3,4,5,5,4,3,3.6,4.06666666666667
"68",4,5,1,4,3,4,5,4,3,2,5,5,5,5,4,2,5,2,4,1,3,5,5,1,5,5,5,5,5,3,5,4.54545454545455,3,4,4,3,3.83333333333333,5,5,5,1,3.91666666666667,5,3,4.54545454545455,5,5,5,3,5,4.33333333333333,3,3,4.33333333333333,4,4,4.54545454545455,5,4,3.91666666666667,5,5,5,5,4,3.71428571428571,5,5,4,5,5,5,3.71428571428571,5,5,2,4,3.83333333333333,3.83333333333333,3.91666666666667,3,3.91666666666667,3,4,3.91666666666667,3,5,2,4.33333333333333,3,5,2,3.91666666666667,5,5,5,3.83333333333333,3.83333333333333,5
"69",2,1,3,4,4,3,4,3,3,2,1,4,5,3,1,4,4,3,3.48,4,1,4,3.66666666666667,5,4,5,3.48,5,4.42857142857143,4,3,4.42857142857143,3,3.625,2,4.42857142857143,2,4.42857142857143,3.125,4.42857142857143,4,4,1,4,4,3,4,4,3.125,5,4,3,4,4,3,4,5,3,5,3,2,4.42857142857143,3.48,4,3,4,4,4,3,4,3.66666666666667,5,5,4.42857142857143,5,3.125,2,4,3,5,2,2,3,3.48,3.3125,3,4,4,3,3.125,5,1,3.3125,3,3,3.48,4,4,4
"70",5,5,3,4,4,4,5,4,4,3,4,5,4,4,2,4,4,4,4,4,4,4,4,3,4,3,3,5,5,4,5,5,3,4,4,4,2,4,3,4,5,4,4,3,4,4,5,3,3,5,5,4,4,4,3,4,4,5,4,3,4,5,4,4,3.2,4,4,3,2,5,5,4,2,4,5,3.63636363636364,4,4,3,3,3.875,3.875,2,3,3,4,4,4,3,4,5,3,4,3,4,3,4,2,5
"71",5,5,5,3,5,5,5,3,4,5,5,5,5,3,5,3.94736842105263,3.94736842105263,3.94736842105263,3,4.55555555555556,4,3.94736842105263,5,4,3,3.94736842105263,3.94736842105263,3,5,4.55555555555556,4,5,4,2,3,4,4.125,4,4,3,4,4.55555555555556,5,3,4,5,3,3.94736842105263,5,4.55555555555556,5,5,4,4,4,4,3,5,5,4,4,5,3,5,4,4,4,5,4,4,5,5,4,4,3,5,4,5,3,4,4.55555555555556,4.55555555555556,3.94736842105263,3.94736842105263,4.55555555555556,5,3.94736842105263,4,3.94736842105263,3,3,5,4.55555555555556,2,4.125,3,4,4.125,4.55555555555556
"72",4,3,3,4,4,4,5,5,4,5,3,4,5,4,4,4,3,4,5,4,5,3,4,4.09090909090909,5,5,4,4,4,4,3,4,2,5,4,4,1,4,3,5,3,4,4,5,4,5,4,5,5,4,4,4,3,4,4,3,4,3,4,5,5,5,4,4,2,4,3,5,4,5,5,5,4,4,5,5,4,4,4,4,4,5,4.03448275862069,4,4,4,4,3,3,2,5,4,3,4,4,5,3,5,5
"73",3,5,5,5,3,4,5,3,3,4,5,4,5,5,4,4,5,4,4,5,4,4,5,3.72727272727273,3,3,5,5,4,5,5,4,3,3,4,5,2,5,5,5,3,4,4,2,4,4,5,4.13793103448276,3,5,4,4,4,5,4,2,5,5,4,3,5,4,4,5,3,3,3,5,2,5,5,2,2,3,5,4,4,5,3,3,4,4,5,4,4,5,3,4,3,4,5,4,4.11764705882353,3,5,4,3,3.7,4
"74",5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,4,5,5,5,4.81818181818182,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,2,4,4,5,5,4,5,5,5,4,5,5,5,4,4,5,4,4,5,5,3,5,5,3,4,5,5,5,5,5,3,5,4,5,4,4,3,5,5,4.6875,3,3,5,5,5,4,4,5,5,3,5,4,3,5,4,4,4.6875
"75",4,3,5,5,5,5,5,4,4,5,5,4,5,4,3,5,5,5,5,4.54545454545455,5,5,5,4,4,5,5,3,5,4.54545454545455,5,5,3,3.75,5,5,2,5,5,4,5,4.54545454545455,5,4,5,5,3,5,3,4,5,4,5,5,4,4,5,4,5,5,3.75,5,5,5,4,3.75,5,3,5,5,5,3.75,3.75,2,5,3,4,5,5,4,4,5,4.46428571428571,5,4.54545454545455,4.54545454545455,4.46428571428571,2,3,4,4.61538461538461,5,4.54545454545455,5,5,5,5,5,4.54545454545455
"76",4,3,3,3,3,5,5,3,5,3,4,4,4,3,4,5,4,5,4,3.9375,3,4,5,3,4,3,3,4,5,4,5,5,3.6,5,3,4,1,4,4,5,2,3,5,4,4,4,4,3.92857142857143,2,5,4,4,3,4,5,2,3,5,5,2,5,5,4,3,5,5,3,5,4,4,4,5,3.875,2,5,3,2,5,3,4,3.9375,2,4,4,4,3,5,2,3,3,5,4,3,3.92857142857143,4,2,2,3,4
"77",4,3,3,5,4,5,4,3,3,4,3,5,4,4,4,5,4,3,3.91666666666667,5,4,3,5,4,4,5,2,3.91666666666667,5,4,5,5,3,2,5,2,4,3,4,5,5,4,4.63636363636364,3,5,5,5,3.91666666666667,4,5,5,3,1,3.91666666666667,4.63636363636364,4,4.30769230769231,5,5,4.63636363636364,3,5,5,5,3,5,4,5,4.63636363636364,5,5,5,5,3,4,2,3,5,4,5,4,4.63636363636364,5,2,5,4.63636363636364,3.91666666666667,3.375,5,5,5,4,5,3.91666666666667,5,3,4,4,4.63636363636364
"78",4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,3.75862068965517,5,4,4,3,4,4,5,3,4,5,5,4,4,4,3,5,4,4,4,4.17647058823529,5,5,4,5,4,3,3,5,4,4,3,4,4,2,4,3,4,5,3,5,4,5,3,4,4,4,4,5,5,5,3.875,4,5,4,4,4,4,4,4,4,3,4,5,5,3,4,4,4,5,3,4,4,4,3,4,3,4
"79",5,4,4,5,4,5,5,5,2,4,4,5,5,5,5,4,5,4,5,5,4.2,5,5,3,3,4.5,4,5,4.6,4,5,5,3,3.83333333333333,4.2,5,1,4,5,4.6,4.2,5,4.91666666666667,4.2,4,5,5,5,4.2,5,5,3.83333333333333,4,5,5,5,5,5,5,5,4,4.6,5,5,4,3.83333333333333,5,5,5,5,5,5,3,3,5,4.2,3,5,5,5,4.91666666666667,4.91666666666667,5,4,5,4.91666666666667,4.5,4,5,4.2,4.6,5,4.91666666666667,5,5,3,4.22222222222222,4.22222222222222,4.91666666666667
"80",4,3,5,5,2,5,5,1,4,3,3,4,4,5,4,5,4,4,4,5,4,4,4,5,5,5,4,5,4,5,5,5,2,4.14285714285714,4,4,5,4,4,5,4,4.53333333333333,4,3,4,4,5,5,1,5,5,4.14285714285714,3,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4.25,5,5,1,5,3,3,3,3,4,3,5,5,4,4,5,2,4,4,2,5,4,4.53333333333333,5,5,3,4,5,4.53333333333333
"81",4,4,3,4,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,3,5,4,4,4,5,4,4,5,4,5,4,4,4,5,4,5,5,4,5,5,4,5,4,4,3,5,5,5,5,4,4,4.46153846153846,5,5,2,4,5,5,5,5,4,4,5,5,4,5,5,4,4.75,4,5,4,5,4,3,4,4,4,4,4,5,5,3,5,3,4,5,4,3,4,4,3,4,4,5
"82",4,5,5,4,4,5,5,4,4,4,5,4,4,5,4,4,5,5,5,3,4,5,5,3,4,4,5,5,5,4,5,5,2,2,4,5,4,5,5,5,4,4,4,4,5,5,5,4,3,5,5,4,4,5,5,5,5,5,4,4,4,5,5,5,3,5,4,5,4,5,5,4,4,5,5,4,3,4,5,5,4,5,5,4,4,3,3,3,4,4,5,3,3,5,4,4,4,5,5
"83",3,3,3,5,3,5,4,3,3,3,3,3,3,3,4,3,3,3.15,3,3.2,3,3,4,3.09090909090909,3,3.15,3.15,5,3,3,4,4,3.25,2.75,3,3,3.25,4,3,5,3,2,3,3,3,4,4,3.15,3,3,3,2.75,2.75,3,4,4,4,3,4,3,2.75,3,2,4,4,3,4,3,3.2,4,4,3,2.75,3,3,3,3,4,2,3,3,3,3.15,3.15,3,3.2,3.15,2,3.15,4,5,3,2,3.15,3.25,3.15,4,2,4
"84",3,3,3,4,4,5,5,1,4,3,4,3,3,3,3,4,3,4,3,5,3,3.5,4,4,4,4,3,4,5,3,5,5,3.4,3,3.14285714285714,3,3.4,4.08333333333333,3.14285714285714,5,3,4,4,3.14285714285714,4,5,5,3,3.14285714285714,5,4,3,3.625,3.5,3,2,4,5,3,4,4,5,3,5,3,5,4,4,4,5,4,5,4,4.08333333333333,5,2,3,3.4,3,3,4,3,5,3,4,3,3,2,4,3.14285714285714,5,3.4,4,4,3,2,3.4,3.4,4
"85",5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,4.71428571428571,5,4.71428571428571,2,5,5,5,3,5,4,5,5,5,5,5,4,5,5,4,4.61538461538461,2,4,4,5,5,3,4,4,4,5,5,4,4,5,5,5,4,5,4,4,4,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,4,5,4,5,4,4,4,5,5,4,3,4,5,5,5,4,5,4,5,3,4.4375,4,4,5,4,3.8,4.4375
"86",4,4,5,5,5,5,5,2,2,3,4,5,2,3,3,3,4.07692307692308,3,5,4,5,4,5,2,4,4.07692307692308,5,5,5,3,5,5,3,4,4,5,2,4,5,5,4,5,3,4,3,5,5,5,3,4.38461538461539,4.07692307692308,4,3,4.07692307692308,4,3,5,5,4.38461538461539,5,3.6,5,5,5,4,3.6,5,4,5,5,5,3.6,3.6,2,5,3,3,3.2,3,4,4,4.38461538461539,5,5,4.38461538461539,4.38461538461539,3,4,3,4,5,3,4.38461538461539,5,3,4,2,4,5
"87",4,3,4,5,4,5,5,3,4,4,5,4,3,3,5,4,4,5,4.03703703703704,4,3,3,5,4,3,5,4.03703703703704,4,5,4,4,4,4,4,3,4,4,4,4,5,3.81818181818182,5,4,4,5,5,4,5,5,5,4.03703703703704,5,4,4,4,2,5,4,5,4,3,5,5,4.75,3,4,3,5,3,4,5,5,4.14285714285714,4,4,4,4.14285714285714,4,4,4,3,4,4,4,4,4,4,4,3,4,5,3,4.125,5,4,4,5,4,4.125
"88",5,4,4,3,5,4,3,4,4,4,5,5,5,3,4,5,5,4,4,5,4,4,4,4,5,4.18518518518519,4,4,4,4,4,4,4,4,3,5,3,4.16666666666667,4,5,4,4,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4.18518518518519,5,4,4,4,4,4.16666666666667,5,5,4,4,4,5,4,3,4,4,5,5,5,4,3,4,5,3,4,4.18518518518519,4,3,4,3,5
"89",5,5,5,5,2,5,5,1,4,5,5,5,5,2,3,5,5,4.46153846153846,4,5,3,4.46153846153846,1,5,4,5,2,5,5,4,5,5,3.66666666666667,2,5,5,3,5,5,5,5,5,5,2,5,2.66666666666667,5,5,1,5,5,2,3.375,5,5,1,5,4.5,4.46153846153846,3,4,5,5,5,5,5,5,5,4,2.66666666666667,2,3,5,2,5,2,5,2,3,5,3,4,5,1,5,5,4.46153846153846,1,5,5,5,3.66666666666667,4,5,5,4.46153846153846,3,4,4.5
"90",4,5,4,5,4,5,5,5,3,2,2,3,5,4,5,4,5,5,4.21428571428571,5,3,4,5,1,5,4,4,5,5,5,5,5,2,2,2,4,1,3,5,5,5,5,4.35714285714286,3.25,4,5,5,5,3.25,5,5,4,4,5,4.35714285714286,3,4,5,4.23076923076923,4.35714285714286,3,5,5,5,5,4,4,5,4.35714285714286,5,5,5,2,3,3,3.25,3,5,5,5,5,4,5,1,5,4,3,2,4.21428571428571,3.25,5,3,2,4,5,3,4,5,1
"91",5,5,4,5,3,5,5,4,5,5,4,5,3,2,5,5,4,2,2,3.76923076923077,3.6,3,5,3.6,4,4,3,5,4,4,5,4,2.9,3.42857142857143,5,4.18181818181818,1,4.18181818181818,4,4.18181818181818,3,3.76923076923077,4,4,4,3,4,3,3,4,5,4,4,4,3,5,3,5,5,4,4,5,4,3,3,2,3,5,3,5,5,4,3.42857142857143,3,4,2,3,2,3,4,2,3,3.93103448275862,4,3,3.76923076923077,5,3,3,5,5,2,3.76923076923077,3,3,2,5,1,3.76923076923077
"92",2,4,5,5,5,4,5,3,2,5,3,3,5,4,5,5,3,3,3,4.15384615384615,5,3,5,1,4,3.71428571428571,5,5,5,5,5,5,3,4,3,5,3.9,5,5,4,4,3,2,5,4,5,5,1,4,4,5,4,3,3,5,2,4,5,4.16666666666667,4,3,5,5,5,3,5,4,5,3,5,5,5,3,2,4,5,4,5,4,5,4,4.15384615384615,3.71428571428571,4,5,4.15384615384615,4,2,4,2,4.16666666666667,4,4.15384615384615,1,5,4,5,1,4.15384615384615
"93",5,5,3,4,4,4,5,4,4,5,5,5,4,3,4,5,5,5,5,4.375,4,3,5,4,4,4,4,4,5,5,5,5,4,5,4,3,1,4,4,4.07692307692308,4,4,4,4,5,5,4,4,4,5,3,4,5,5,5,5,4,5,4,4,4,4,4,4,3,2,4,5,5,4,5,4,4,3,3,4,4,4,5,4,4,3,4,5,4,5,5,4,3,4,3,3,4.375,5,5,4,3,3.5,4
"94",4,4,3,5,5,4,5,4,3,4,4,4,4,2,3,3,4,3,4,4,3,4,5,3,4,3,3,5,4,4,4,4,4,4,4,4,3,4,2,5,4,4,4,5,4,5,4,1,2,5,5,3,3,4,2,4.33333333333333,4,4,4,5,4,5,4,5,3.2,4,4,5,5,5,5,4,3,4.33333333333333,5,4,3,2,3,5,1,4,3.74074074074074,3,5,5,4,4,4,4,5,2,4,3.74074074074074,3,3.74074074074074,4,3,5
"95",4,5,4,5,5,5,5,5,4,4,4,4,5,3,1,5,1,4,3,4.33333333333333,3,3,5,3.1,4,4.08,5,5,3,5,5,4,4,4,2,5,1,3.81818181818182,5,4,1,2,5,1,3,5,4.08,4.08,3,5,3,5,4,4.08,2,3.81818181818182,3,5,5,3,5,5,4,5,2.66666666666667,4,1,5,4,5,5,5,4.5,3.81818181818182,2.66666666666667,4,4.5,3,2.66666666666667,4,5,5,3,4,5,5,5,4.5,4,3.1,4,3,4.33333333333333,4.08,2.66666666666667,4,4,2.66666666666667,4.33333333333333
"96",5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,4.53846153846154,4,5,4,5,5,5,4.55555555555556,5,3,5,5,5,5,5,5,4.875,4,5,5,4.875,5,5,5,4,4.61538461538461,4,4.55555555555556,5,5,5,3,4,5,5,4.66666666666667,5,4.53846153846154,4,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4.66666666666667,4.66666666666667,5,5,4.55555555555556,4,5,5,4,4.61538461538461,4.61538461538461,4.53846153846154,5,5,5,4,5,5,4,5,5,4.61538461538461,4.53846153846154,4,4,5,4.875,4.61538461538461
"97",4,4,3,3,5,5,4,3,3,4,3,5,4,3,4,4,3,3,3,2,4,4,4,2,4,3.55555555555556,4,4,3,3.66666666666667,4,4,3,4,3,3.25,1,3.25,3,4,3,3,5,4,4,2.5,4,3.55555555555556,3,4,4,4,4,3,3,2,3,4,3,4,3,4,3,3,3,2,2,4,4,1,2,4,3,3,2,3,3,3,2,3,4,3.66666666666667,4,3,3,3,4,3,2,3,4,4,3.66666666666667,3.55555555555556,5,3,3,3,4
"98",4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,5,4,4,3,3,5,4.5,3,4,4,4,4,4,3.58333333333333,5,4,3,4,4,3,3,4,4,5,3,3,4,4,3,4,3,3,4,3.58333333333333,4,3.42857142857143,4,3,3,3.92307692307692,4,4,4,3,3,5,3,4.5,4,3,4,4,3,5,4.5,4,3,3,4,3,3,4,3,3,4,3.58333333333333,3.82758620689655,4,3.58333333333333,5,4,3.42857142857143,4,3,5,4,3.58333333333333,3,4,3,4,3,3.58333333333333
